M 372502            1    0   19    0    0   87                
H1 2    0   19    0    0   86 0101 0101                                 
L  2 2    1     0    00    00               3                           
 3901 8539 4022 8352 4057 8361                                          
L  2 2    2     0    00    00              25                           
 3901 8539 4124 8445 4283 8145 4356 8133 4460 8068 4720 8152 4906 8046  
 5034 8029 5142 7991 5331 8027 5610 8099 6101 7495 6419 7255 6540 7327  
 7172 7141 7224 7071 7641 7221 7839 7322 8078 7196 8391 7578 8473 7447  
 8616 7348 8800 7035 8859 6863 8770 6553  
L  2 2    3     0    00    00              17                           
 3901 8539 4124 8445 4283 8145 4356 8133 4460 8068 4720 8152 4906 8046  
 5034 8029 5142 7991 5331 8027 5340 7958 5374 7658 5395 7271 5435 7031  
 5658 6744 5761 6568 5883 6486  
L  2 2    4     0    00    00              13                           
 3901 8539 3723 8501 3551 8507 3393 8560 3173 8582 2972 8683 2878 8712  
 2699 8674 2621 8736 2419 8297 2373 8018 1963 7430 1778 7211  
L  2 2    5     0    00    00              34                           
 3901 8539 3723 8501 3551 8507 3393 8560 3173 8582 2972 8683 2878 8712  
 2699 8674 2621 8736 2504 8859 2419 9074 2309 9237 2254 9409 2137 9160  
 2064 9098 2014 9096 1959 9099 1941 9103 1923 9116 1875 9080 1858 9069  
 1829 9056 1769 9028 1664 8990 1637 8968 1529 8751 1463 8652 1297 8338  
 1548 7989 1915 7769 1963 7738 1980 7723 2215 7441 2559 7033  
L  2 2    6     0    00    00              46                           
 3901 8539 3723 8501 3551 8507 3393 8560 3173 8582 2972 8683 3003 8574  
 3087 8440 3233 8316 3362 8045 3927 7611 4001 7514 4106 7291 4114 7195  
 4077 7106 4126 6885 4132 6830 4137 6757 4147 6633 4106 6640 4034 6630  
 3949 6603 3858 6605 3762 6596 3647 6590 3614 6597 3576 6619 3465 6714  
 3247 6905 3228 6914 3200 6914 3174 6907 3147 6891 3116 6863 3097 6862  
 3077 6874 3052 6902 2941 7089 2909 7123 2891 7130 2860 7109 2819 7036  
 2770 7008 2750 7003 2624 7008 2580 7019  
L  2 2    7     0    00    00              22                           
